timestamp,loop_hz,mode,speed_pwm,steer_deg,yaw_deg,roll_deg,pitch_deg,car_x,car_y,lane_anchor,target_x,lateral_err_px,lane_confidence,active_sign,yolo_labels
23:49:49.907,0.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
23:49:50.974,17.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,DEAD_RECKONING_1.00,320.0,0.0,0.0,,
23:49:51.983,13.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,DEAD_RECKONING_1.00,320.0,0.0,0.0,,
23:49:53.005,14.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,DEAD_RECKONING_1.00,320.0,0.0,0.0,,
23:49:54.024,15.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,DEAD_RECKONING_1.00,320.0,0.0,0.0,,
23:49:55.094,15.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,DEAD_RECKONING_1.00,320.0,0.0,0.0,,
23:49:56.116,15.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,DEAD_RECKONING_1.00,320.0,0.0,0.0,,
23:49:57.178,15.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,DEAD_RECKONING_1.00,320.0,0.0,0.0,,
23:49:58.225,14.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,DEAD_RECKONING_1.00,320.0,0.0,0.0,,
23:49:59.244,13.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,DEAD_RECKONING_1.00,320.0,0.0,0.0,,
23:50:00.270,14.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,434.9,114.9,0.5,,
23:50:01.324,14.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,409.3,89.3,0.5,,
23:50:02.384,14.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,407.3,87.3,0.5,,
23:50:03.396,12.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,411.8,91.8,0.5,,
23:50:04.407,13.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,405.1,85.1,0.5,,
23:50:05.461,7.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,404.1,84.1,0.5,,
23:50:06.464,14.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,403.4,83.4,0.5,,
23:50:07.541,12.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,402.6,82.6,0.5,,
23:50:08.612,13.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,402.0,82.0,0.5,,
23:50:09.666,13.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,402.2,82.2,0.5,,
23:50:10.740,12.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,401.7,81.7,0.5,,
23:50:11.816,12.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,421.8,101.8,0.5,,
23:50:12.904,9.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,423.3,103.3,0.5,,
23:50:13.998,8.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,417.9,97.9,0.5,,
23:50:15.625,4.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,387.6,67.6,0.5,,
23:50:16.672,4.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,361.8,41.8,0.5,,
23:50:17.777,1.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,365.7,45.7,0.5,,
23:50:19.050,1.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,353.6,33.6,0.5,,
23:50:20.779,1.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,351.0,31.0,0.5,,
23:50:22.968,2.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,353.3,33.3,0.5,,
23:50:24.526,0.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,347.7,27.7,0.5,,
23:50:25.581,13.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,394.2,74.2,0.5,,
23:50:26.582,12.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,400.3,80.3,0.5,,
23:50:27.713,8.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,400.9,80.9,0.5,,
23:50:28.735,8.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,409.6,89.6,0.5,,
23:50:29.833,9.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,409.3,89.3,0.5,,
23:50:30.908,8.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,402.8,82.8,0.5,,
23:50:31.983,8.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,401.6,81.6,0.5,,
23:50:32.991,8.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,401.1,81.1,0.5,,
23:50:34.042,8.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,400.7,80.7,0.5,,
23:50:35.137,8.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,400.4,80.4,0.5,,
23:50:36.262,8.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,400.4,80.4,0.5,,
23:50:37.279,8.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,400.2,80.2,0.5,,
23:50:38.287,7.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,400.0,80.0,0.5,,
23:50:39.330,7.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,399.8,79.8,0.5,,
23:50:40.346,8.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,399.5,79.5,0.5,,
