timestamp,loop_hz,mode,speed_pwm,steer_deg,yaw_deg,roll_deg,pitch_deg,car_x,car_y,lane_anchor,target_x,lateral_err_px,lane_confidence,active_sign,yolo_labels
17:24:45.795,0.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
17:24:46.873,10.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,332.8,12.8,0.5,,
17:24:47.901,10.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,332.8,12.8,0.5,,
17:24:48.920,10.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,333.4,13.4,0.5,,car
17:24:49.923,10.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,333.4,13.4,0.5,,"car, stop-sign"
17:24:51.216,1.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,333.2,13.2,0.5,,"car, car"
17:24:52.212,8.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,333.2,13.2,0.5,,car
17:24:53.289,8.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,333.6,13.6,0.5,,
17:24:54.287,4.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,333.9,13.9,0.5,,roundabout-sign
17:24:55.309,8.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,334.0,14.0,0.5,,"pedestrian, roundabout-sign, car"
17:24:56.302,8.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,331.0,11.0,0.5,,
17:24:57.309,8.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,330.4,10.4,0.5,,
17:24:58.309,8.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,331.3,11.3,0.5,,
17:24:59.385,8.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,376.4,56.4,0.5,,car
17:25:00.395,8.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,357.5,37.5,0.5,,"car, roundabout-sign"
17:25:01.460,8.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,357.5,37.5,0.5,,
17:25:02.484,6.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,358.1,38.1,0.5,,car
17:25:03.563,8.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,358.3,38.3,0.5,,car
17:25:04.638,7.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,358.7,38.7,0.5,,car
17:25:05.630,7.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,359.1,39.1,0.5,,car
17:25:06.753,7.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,359.3,39.3,0.5,,car
17:25:07.804,8.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,359.6,39.6,0.5,,car
17:25:08.873,9.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,327.4,7.4,1.0,,
17:25:09.892,8.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,378.4,58.4,0.5,,car
17:25:10.978,9.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,372.1,52.1,0.5,,priority-sign
17:25:12.007,9.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,305.7,-14.3,1.0,,
17:25:13.106,9.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,370.9,50.9,1.0,,
17:25:14.110,8.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,381.7,61.7,1.0,,roundabout-sign
17:25:15.145,7.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,335.5,15.5,1.0,,
17:25:16.226,8.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,RIGHT_LANE_ONLY,396.2,76.2,0.5,,
17:25:17.275,8.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,286.7,-33.3,0.5,,
17:25:18.287,8.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,257.9,-62.1,1.0,,
17:25:19.349,8.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,338.1,18.1,1.0,,car
17:25:20.450,4.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,363.2,43.2,0.5,,"car, roundabout-sign"
17:25:21.521,6.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,373.9,53.9,1.0,,car
17:25:22.563,8.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,369.8,49.8,1.0,,"car, roundabout-sign"
17:25:23.627,8.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,367.1,47.1,1.0,,car
17:25:24.642,9.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,367.4,47.4,1.0,,car
17:25:25.680,7.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,373.6,53.6,0.5,,"car, stop-sign"
17:25:26.760,7.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,325.6,5.6,1.0,,car
17:25:27.870,6.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,306.6,-13.4,1.0,,car
17:25:28.925,8.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,301.0,-19.0,1.0,,car
17:25:29.915,8.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,296.0,-24.0,1.0,,car
17:25:30.949,8.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,302.9,-17.1,0.5,,car
17:25:32.038,8.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,304.7,-15.3,1.0,,car
17:25:33.086,8.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,300.8,-19.2,1.0,,"car, car"
17:25:34.083,8.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,287.2,-32.8,1.0,,car
17:25:35.116,9.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,283.4,-36.6,1.0,,
17:25:36.158,9.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,280.5,-39.5,1.0,,car
17:25:37.244,7.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,304.8,-15.2,1.0,,"roundabout-sign, roundabout-sign"
17:25:38.316,7.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,303.4,-16.6,1.0,,car
17:25:39.349,7.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,301.0,-19.0,1.0,,car
17:25:40.463,6.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,298.6,-21.4,1.0,,car
17:25:41.557,6.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,299.3,-20.7,1.0,,"car, stop-sign"
17:25:42.614,7.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,300.9,-19.1,1.0,,"car, stop-sign"
17:25:43.723,6.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,CENTER_DUAL,302.1,-17.9,1.0,,"car, stop-sign"
