timestamp,loop_hz,mode,speed_pwm,steer_deg,yaw_deg,roll_deg,pitch_deg,car_x,car_y,lane_anchor,target_x,lateral_err_px,lane_confidence,active_sign,yolo_labels
17:24:00.665,0.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
17:24:01.727,10.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,329.4,9.4,0.5,,
17:24:02.771,12.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,329.3,9.3,0.5,,
17:24:03.841,12.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,329.3,9.3,0.5,,
17:24:04.897,10.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,329.0,9.0,0.5,,
17:24:05.965,12.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,327.9,7.9,0.5,,
17:24:06.968,12.5,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,329.0,9.0,0.5,,
17:24:08.009,10.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,329.4,9.4,0.5,,
17:24:09.072,12.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,327.6,7.6,0.5,,
17:24:10.148,10.6,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,313.7,-6.3,0.5,,
17:24:11.238,12.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,312.2,-7.8,0.5,,
17:24:12.279,10.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,311.6,-8.4,0.5,,
17:24:13.289,10.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,311.5,-8.5,0.5,,
17:24:14.332,11.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,311.0,-9.0,0.5,,
17:24:15.364,10.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,311.1,-8.9,0.5,,
17:24:16.422,10.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,310.7,-9.3,0.5,,
17:24:17.503,10.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,310.7,-9.3,0.5,,
17:24:18.541,10.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,322.8,2.8,0.5,,
17:24:19.592,10.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,330.7,10.7,0.5,,
17:24:20.668,10.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,332.1,12.1,0.5,,
17:24:21.712,11.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,332.8,12.8,0.5,,
17:24:22.809,10.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,LEFT_LANE_ONLY,333.1,13.1,0.5,,
