timestamp,loop_hz,mode,speed_pwm,steer_deg,yaw_deg,roll_deg,pitch_deg,car_x,car_y,lane_anchor,target_x,lateral_err_px,lane_confidence,active_sign,yolo_labels
09:03:05.272,0.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:06.277,16.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:07.318,17.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:08.377,16.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:09.429,17.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:10.472,10.1,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:11.484,16.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:12.529,16.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:13.572,16.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:14.614,16.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:15.659,15.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:16.714,16.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:17.731,16.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:18.788,17.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:19.842,16.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:20.898,16.2,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:21.954,16.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:23.001,14.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:24.058,16.3,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:25.102,17.4,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:26.155,16.0,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:27.212,16.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:28.258,15.9,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:29.300,4.7,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
09:03:30.331,15.8,MANUAL,0,0,0.0,0.0,0.0,0.5,0.5,,320.0,0.0,0.0,,
